SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
IT5120014,Monte Corchia - Le Panie,9220,,Faggeti degli Appennini con Abies alba e faggete con Abies nebrodensis,0.92,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),282.23,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5120014,Monte Corchia - Le Panie,9150,,Faggeti calcicoli dell’Europa centrale del Cephalanthero-Fagion,37.07,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.1,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),39.66,A - excellent,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5120014,Monte Corchia - Le Panie,7140,,Torbiere di transizione e instabili,0.1,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,9130,,Faggeti dell’Asperulo-Fagetum,32.98,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,8220,,Pareti rocciose silicee con vegetazione casmofitica,1.33,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,91E0,,,2.42,D - non significant,,,
IT5120014,Monte Corchia - Le Panie,8130,,Ghiaioni del Mediterraneo occidentale e termofili,46.9,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120014,Monte Corchia - Le Panie,9110,,Faggeti del Luzulo-Fagetum,603.69,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120016,Macchia lucchese,91E0,,,40.6,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5120016,Macchia lucchese,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.05,D - non significant,,,
IT5120016,Macchia lucchese,2240,,Dune con prati dei Brachypodietalia e vegetazione annua,5.75,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5120016,Macchia lucchese,2270,,Dune con foreste di Pinus pinea e/o Pinus pinaster,251.09,A - excellent,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5120016,Macchia lucchese,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.63,D - non significant,,,
IT5120016,Macchia lucchese,9340,,Foreste di Quercus ilex e Quercus rotundifolia,38.04,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5120016,Macchia lucchese,2250,,Dune costiere con Juniperus spp.,3.42,D - non significant,,,
IT5120016,Macchia lucchese,91F0,,"Foreste miste riparie di grandi fiumi a Quercus robur, Ulmus laevis e Ulmus minor, Fraxinus excelsior o Fraxinus angustifolia (Ulmenion minoris)",54.81,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120016,Macchia lucchese,2260,,Dune con vegetazione di sclerofille dei Cisto-Lavanduletalia,24.52,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5120016,Macchia lucchese,2230,,Dune con prati dei Malcolmietalia,0.02,D - non significant,,,
IT5120016,Macchia lucchese,7210,,Paludi calcaree con Cladium mariscus e specie del Caricion davallianae,1.28,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120017,Lago e Padule di Massacciuccoli,7140,,Torbiere di transizione e instabili,0.26,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.001,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.00017,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,2.35,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5120017,Lago e Padule di Massacciuccoli,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.001,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,0.002,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.01,D - non significant,,,
IT5120017,Lago e Padule di Massacciuccoli,7210,,Paludi calcaree con Cladium mariscus e specie del Caricion davallianae,256.69,B - good,B (15% >= p > 2%),B - Good,A - Excellent
IT5120017,Lago e Padule di Massacciuccoli,91E0,,,3.03,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5120018,Lago di Sibolla,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.05,D - non significant,,,
IT5120018,Lago di Sibolla,7150,,Depressioni su substrati torbosi del Rhynchosporion,0.05,D - non significant,,,
IT5120018,Lago di Sibolla,92A0,,Foreste a galleria di Salix alba e Populus alba,0.51,D - non significant,,,
IT5120018,Lago di Sibolla,91AA,,Boschi orientali di quercia bianca,1.92,D - non significant,,,
IT5120018,Lago di Sibolla,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.35,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120018,Lago di Sibolla,91E0,,,4.95,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120018,Lago di Sibolla,7210,,Paludi calcaree con Cladium mariscus e specie del Caricion davallianae,0.07,D - non significant,,,
IT5120018,Lago di Sibolla,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.002,D - non significant,,,
IT5120019,Monte Pisano,9340,,Foreste di Quercus ilex e Quercus rotundifolia,417.54,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120019,Monte Pisano,92A0,,Foreste a galleria di Salix alba e Populus alba,18.87,D - non significant,,,
IT5120019,Monte Pisano,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.12,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120019,Monte Pisano,4030,,Lande secche europee,450.97,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5120019,Monte Pisano,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,13.74,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5120019,Monte Pisano,91F0,,"Foreste miste riparie di grandi fiumi a Quercus robur, Ulmus laevis e Ulmus minor, Fraxinus excelsior o Fraxinus angustifolia (Ulmenion minoris)",0.46,D - non significant,,,
IT5120019,Monte Pisano,91E0,,,29.02,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120019,Monte Pisano,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.004,D - non significant,,,
IT5120019,Monte Pisano,9260,,Boschi di Castanea sativa,1701.13,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5120019,Monte Pisano,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",8.32,D - non significant,,,
IT5120019,Monte Pisano,7150,,Depressioni su substrati torbosi del Rhynchosporion,0.05,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120019,Monte Pisano,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,59.72,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120019,Monte Pisano,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5120019,Monte Pisano,9540,,Pinete mediterranee di pini mesogeni endemici,2606.43,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5120019,Monte Pisano,9330,,Foreste di Quercus suber,90.63,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120019,Monte Pisano,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.03,D - non significant,,,
IT5120019,Monte Pisano,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,0.18,D - non significant,,,
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.09,D - non significant,,,
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.28,D - non significant,,,
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",91F0,,"Foreste miste riparie di grandi fiumi a Quercus robur, Ulmus laevis e Ulmus minor, Fraxinus excelsior o Fraxinus angustifolia (Ulmenion minoris)",75.67,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,2.88,D - non significant,,,
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",91.38,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120020,"Padule di Verciano, Prati alle Fontane e Padule delle Monache",91E0,,,30.83,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,92A0,,Foreste a galleria di Salix alba e Populus alba,10.01,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120101,Ex alveo del Lago di Bientina,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,30.34,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,7.78,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,1.41,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,91E0,,,14.97,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",1.7,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5120101,Ex alveo del Lago di Bientina,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",7.42,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,1.05,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120101,Ex alveo del Lago di Bientina,3260,,Fiumi delle pianure e montani con vegetazione del Ranunculion fluitantis e Callitricho- Batrachion.,0.77,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120101,Ex alveo del Lago di Bientina,91F0,,"Foreste miste riparie di grandi fiumi a Quercus robur, Ulmus laevis e Ulmus minor, Fraxinus excelsior o Fraxinus angustifolia (Ulmenion minoris)",5.03,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,9260,,Boschi di Castanea sativa,269.01,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,8130,,Ghiaioni del Mediterraneo occidentale e termofili,1.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,0.75,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),42.25,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),4.28,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,9110,,Faggeti del Luzulo-Fagetum,435.96,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5120102,Zone calcaree della Val di Lima e del Balzo Nero,8210,,Pareti rocciose calcaree con vegetazione casmofitica,41.62,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5130001,Alta Valle del Sestaione,9110,,Faggeti del Luzulo-Fagetum,384.53,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5130001,Alta Valle del Sestaione,9130,,Faggeti dell’Asperulo-Fagetum,34.27,D - non significant,,,
IT5130001,Alta Valle del Sestaione,8110,,Ghiaioni silicei dei piani montano fino a nivale (Androsacetalia alpinae e Galeopsietalia ladani),1.13,D - non significant,,,
IT5130001,Alta Valle del Sestaione,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",3.92,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130001,Alta Valle del Sestaione,6170,,Formazioni erbose calcicole alpine e subalpine,0.14,D - non significant,,,
IT5130001,Alta Valle del Sestaione,9410,,Foreste acidofile montane e alpine di Picea (Vaccinio-Piceetea),63.38,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130001,Alta Valle del Sestaione,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,1.84,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130001,Alta Valle del Sestaione,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.13,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130001,Alta Valle del Sestaione,4060,,Lande alpine e boreali,121.2,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT5130001,Alta Valle del Sestaione,8130,,Ghiaioni del Mediterraneo occidentale e termofili,16.85,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5130001,Alta Valle del Sestaione,6150,,Formazioni erbose boreo-alpine silicicole,34.58,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130001,Alta Valle del Sestaione,3160,,Laghi e stagni distrofici naturali,0.1,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5130001,Alta Valle del Sestaione,7140,,Torbiere di transizione e instabili,1.13,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5130001,Alta Valle del Sestaione,9220,,Faggeti degli Appennini con Abies alba e faggete con Abies nebrodensis,75.15,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130001,Alta Valle del Sestaione,7230,,Torbiere basse alcaline,0.36,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5130001,Alta Valle del Sestaione,8220,,Pareti rocciose silicee con vegetazione casmofitica,18.21,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,1.68,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),26.75,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,6150,,Formazioni erbose boreo-alpine silicicole,106.96,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,8130,,Ghiaioni del Mediterraneo occidentale e termofili,1.43,D - non significant,,,
IT5130005,Libro Aperto - Cima Tauffi,9110,,Faggeti del Luzulo-Fagetum,55.83,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,8220,,Pareti rocciose silicee con vegetazione casmofitica,13.65,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.0003,D - non significant,,,
IT5130005,Libro Aperto - Cima Tauffi,4060,,Lande alpine e boreali,21.5,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130005,Libro Aperto - Cima Tauffi,4030,,Lande secche europee,39.06,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.03,D - non significant,,,
IT5130006,Monte Spigolino - Monte Gennaio,6170,,Formazioni erbose calcicole alpine e subalpine,1.21,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,4060,,Lande alpine e boreali,45.99,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.01,D - non significant,,,
IT5130006,Monte Spigolino - Monte Gennaio,9110,,Faggeti del Luzulo-Fagetum,73.86,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,6150,,Formazioni erbose boreo-alpine silicicole,210.65,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,4030,,Lande secche europee,49.36,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),3.61,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130006,Monte Spigolino - Monte Gennaio,8130,,Ghiaioni del Mediterraneo occidentale e termofili,0.69,D - non significant,,,
IT5130006,Monte Spigolino - Monte Gennaio,8110,,Ghiaioni silicei dei piani montano fino a nivale (Androsacetalia alpinae e Galeopsietalia ladani),0.01,D - non significant,,,
IT5130006,Monte Spigolino - Monte Gennaio,8220,,Pareti rocciose silicee con vegetazione casmofitica,0.79,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130007,Padule di Fucecchio,9160,,Querceti di farnia o rovere subatlantici e dell’Europa centrale del Carpinion betuli,2.75,D - non significant,,,
IT5130007,Padule di Fucecchio,92A0,,Foreste a galleria di Salix alba e Populus alba,12.56,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130007,Padule di Fucecchio,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",7.11,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5130007,Padule di Fucecchio,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,17.58,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130007,Padule di Fucecchio,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,9.66,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130007,Padule di Fucecchio,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,2.01,D - non significant,,,
IT5130008,Alta valle del Torrente Pescia di Pescia,8210,,Pareti rocciose calcaree con vegetazione casmofitica,2.06,D - non significant,,,
IT5130008,Alta valle del Torrente Pescia di Pescia,92A0,,Foreste a galleria di Salix alba e Populus alba,0.33,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),42.81,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,4030,,Lande secche europee,0.88,D - non significant,,,
IT5130008,Alta valle del Torrente Pescia di Pescia,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,41.34,D - non significant,,,
IT5130008,Alta valle del Torrente Pescia di Pescia,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,0.68,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,91E0,,,0.25,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",0.3,D - non significant,,,
IT5130008,Alta valle del Torrente Pescia di Pescia,9260,,Boschi di Castanea sativa,724.47,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,9110,,Faggeti del Luzulo-Fagetum,64.35,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5130008,Alta valle del Torrente Pescia di Pescia,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,3.86,D - non significant,,,
IT5130009,Tre Limentre - Reno,9260,,Boschi di Castanea sativa,1853.57,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5130009,Tre Limentre - Reno,91M0,,Foreste Pannonico-Balcaniche di cerro e rovere,14.31,D - non significant,,,
IT5130009,Tre Limentre - Reno,91E0,,,62.54,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5130009,Tre Limentre - Reno,7220,,Sorgenti pietrificanti con formazione di tufi (Cratoneurion),0.02,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5130009,Tre Limentre - Reno,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,15.55,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5130009,Tre Limentre - Reno,8220,,Pareti rocciose silicee con vegetazione casmofitica,0.0015,D - non significant,,,
IT5130009,Tre Limentre - Reno,8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5130009,Tre Limentre - Reno,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,3.42,D - non significant,,,
IT5130009,Tre Limentre - Reno,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,0.6,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130009,Tre Limentre - Reno,9110,,Faggeti del Luzulo-Fagetum,4606.23,A - excellent,B (15% >= p > 2%),B - Good,B - Good
IT5130009,Tre Limentre - Reno,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.35,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT5130009,Tre Limentre - Reno,9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",13.92,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5130009,Tre Limentre - Reno,4030,,Lande secche europee,92.47,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.01,D - non significant,,,
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),178.2,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,8.15,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",5130,,Formazioni a Juniperus communis su lande o prati calcicoli,425.22,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.44,D - non significant,,,
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",9260,,Boschi di Castanea sativa,4.06,D - non significant,,,
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,0.86,D - non significant,,,
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",8310,,Grotte non ancora sfruttate a livello turistico,,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",92A0,,Foreste a galleria di Salix alba e Populus alba,6.55,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",54.02,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",8220,,Pareti rocciose silicee con vegetazione casmofitica,0.77,D - non significant,,,
IT5140002,Sasso di Castro e Monte Beni,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.02,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140002,Sasso di Castro e Monte Beni,4060,,Lande alpine e boreali,2.02,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5140002,Sasso di Castro e Monte Beni,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,22.88,D - non significant,,,
IT5140002,Sasso di Castro e Monte Beni,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,20.86,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5140002,Sasso di Castro e Monte Beni,92A0,,Foreste a galleria di Salix alba e Populus alba,1.91,D - non significant,,,
IT5140002,Sasso di Castro e Monte Beni,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.01,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5140002,Sasso di Castro e Monte Beni,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),40.6,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140002,Sasso di Castro e Monte Beni,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",36.54,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140002,Sasso di Castro e Monte Beni,8220,,Pareti rocciose silicee con vegetazione casmofitica,8.6,D - non significant,,,
IT5140002,Sasso di Castro e Monte Beni,9130,,Faggeti dell’Asperulo-Fagetum,385.07,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5140003,Conca di Firenzuola,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",208.21,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5140003,Conca di Firenzuola,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,2.48,B - good,C (2% >= p > 0%),B - Good,B - Good
